,incoming_edge,outgoing_edge
9397,"(12723445822, 167974766)","(167974766, 12723443882)"
9398,"(167790721, 12158161931)","(12158161931, 168048112)"
9399,"(167935375, 167887594)","(167887594, 6762331439)"
9400,"(167935290, 167935283)","(167935283, 167935290)"
9401,"(7021072804, 7021072806)","(7021072806, 7021072804)"
9402,"(12725716086, 12725716085)","(12725716085, 12725716082)"
9403,"(167923593, 167873282)","(167873282, 167873269)"
9404,"(167801889, 167981684)","(167981684, 167801899)"
9405,"(12723496536, 12723496523)","(12723496523, 167949562)"
9406,"(167904519, 167851966)","(167851966, 167851976)"
9407,"(11308349258, 167886233)","(167886233, 11308349258)"
9408,"(167862530, 167862508)","(167862508, 167953692)"
9409,"(167955444, 9658777374)","(9658777374, 167906417)"
9410,"(168080131, 167957925)","(167957925, 168048732)"
9411,"(167925939, 167925995)","(167925995, 168006222)"
9412,"(167889777, 11204131342)","(11204131342, 11204131343)"
9413,"(3359663095, 3359663096)","(3359663096, 167882863)"
9414,"(7016006737, 7016006736)","(7016006736, 3469851453)"
9415,"(9658673587, 9658673585)","(9658673585, 9658673583)"
9416,"(13056130482, 13056130488)","(13056130488, 13056130483)"
9417,"(167893745, 6772341647)","(6772341647, 7009876677)"
9418,"(167897473, 167897466)","(167897466, 167897458)"
9419,"(11204131530, 11204131546)","(11204131546, 11204131553)"
9420,"(167921994, 167940553)","(167940553, 167827497)"
9421,"(2980998676, 167999467)","(167999467, 2980998676)"
9422,"(167837874, 167892258)","(167892258, 167848909)"
9423,"(167829591, 168042498)","(168042498, 167910574)"
9424,"(167882927, 167881036)","(167881036, 167802010)"
9425,"(167830038, 167830033)","(167830033, 168017268)"
9426,"(7021112363, 7021112358)","(7021112358, 7021117510)"
9427,"(12725737802, 12725737801)","(12725737801, 12725737803)"
9428,"(11204131676, 11204131673)","(11204131673, 11204131676)"
9429,"(9658673591, 9658673593)","(9658673593, 9658673592)"
9430,"(7016006741, 7016006746)","(7016006746, 7016006741)"
9431,"(167949722, 12723496505)","(12723496505, 12723496507)"
9432,"(167983627, 167802293)","(167802293, 167983627)"
9433,"(167955512, 12723533126)","(12723533126, 12723533127)"
9434,"(12725737817, 12725737818)","(12725737818, 12725737817)"
9435,"(1135035667, 167976204)","(167976204, 167976186)"
9436,"(7009822240, 7009822238)","(7009822238, 7009822237)"
9437,"(3469851436, 7021072814)","(7021072814, 7021072813)"
9438,"(8944378464, 167878319)","(167878319, 8944378461)"
9439,"(167887600, 6762331447)","(6762331447, 167887600)"
9440,"(7021117510, 7021117509)","(7021117509, 7021117510)"
9441,"(12862536210, 12862536205)","(12862536205, 12862536201)"
9442,"(167883805, 167895096)","(167895096, 167883798)"
9443,"(11204131695, 11204131434)","(11204131434, 11204131435)"
9444,"(167866758, 167866750)","(167866750, 167983627)"
9445,"(12725717156, 12725717146)","(12725717146, 12725717145)"
9446,"(7017428550, 7017428546)","(7017428546, 7017428550)"
9447,"(7018292376, 7018292375)","(7018292375, 7018292373)"
9448,"(9658748031, 9658748045)","(9658748045, 9658748031)"
9449,"(7009876674, 7009876673)","(7009876673, 7009876674)"
9450,"(11471045765, 167895063)","(167895063, 11471045765)"
9451,"(12723437924, 12723437923)","(12723437923, 12723437924)"
9452,"(167958643, 167934395)","(167934395, 167830033)"
9453,"(167960632, 167960634)","(167960634, 12728249016)"
9454,"(3359695575, 167997287)","(167997287, 168030723)"
9455,"(9335990825, 9335990824)","(9335990824, 9335990825)"
9456,"(12725741672, 12725741665)","(12725741665, 12725741672)"
9457,"(3359673795, 3359673809)","(3359673809, 3359673801)"
9458,"(167851984, 167953714)","(167953714, 167995802)"
9459,"(167844848, 167890888)","(167890888, 167878235)"
9460,"(167936768, 167999899)","(167999899, 167964912)"
9461,"(167801439, 168001385)","(168001385, 167801439)"
9462,"(7016006768, 7016006763)","(7016006763, 7016006760)"
9463,"(167893746, 167893748)","(167893748, 167893746)"
9464,"(12862536201, 12862536209)","(12862536209, 12862535995)"
9465,"(11204131402, 11204131418)","(11204131418, 11204131402)"
9466,"(167802499, 167870094)","(167870094, 167870074)"
9467,"(167870274, 167850254)","(167850254, 167870274)"
9468,"(167853316, 167791970)","(167791970, 167791975)"
9469,"(12725826558, 12725826560)","(12725826560, 12725826558)"
9470,"(167832344, 167978630)","(167978630, 167978624)"
9471,"(7021072794, 12728215414)","(12728215414, 7021072794)"
9472,"(167960698, 167862597)","(167862597, 9658748043)"
9473,"(167832367, 6861244943)","(6861244943, 167832367)"
9474,"(167976232, 167891743)","(167891743, 167976232)"
9475,"(10133646104, 10133692236)","(10133692236, 10133692237)"
9476,"(167854849, 167939971)","(167939971, 167939973)"
9477,"(9658777376, 167955422)","(167955422, 167868403)"
9478,"(8896164403, 8896164401)","(8896164401, 8896164402)"
9479,"(167878243, 167878235)","(167878235, 167890888)"
9480,"(12725717150, 12725717148)","(12725717148, 12725717150)"
9481,"(167830046, 167830038)","(167830038, 167830033)"
9482,"(167964931, 167964916)","(167964916, 167936762)"
9483,"(13056130491, 13056130493)","(13056130493, 13056130495)"
9484,"(167933796, 167933811)","(167933811, 167933796)"
9485,"(7021072812, 7021072810)","(7021072810, 7021072809)"
9486,"(168089843, 167835212)","(167835212, 167835205)"
9487,"(11308349273, 11308349274)","(11308349274, 11308349272)"
9488,"(167939971, 167867690)","(167867690, 167947117)"
9489,"(7021128741, 7021128748)","(7021128748, 167869751)"
9490,"(7016006754, 7016006752)","(7016006752, 7016006750)"
9491,"(7018292409, 7018292290)","(7018292290, 7018292406)"
9492,"(7177835029, 7177835035)","(7177835035, 7177835029)"
9493,"(167963187, 167963188)","(167963188, 167959467)"
9494,"(167906424, 167957641)","(167957641, 167906424)"
9495,"(8026278226, 167849595)","(167849595, 8026278226)"
9496,"(167829621, 167829613)","(167829613, 167829621)"
9497,"(167870094, 167870097)","(167870097, 167803087)"
9498,"(11980892519, 167959473)","(167959473, 167902585)"
9499,"(167929023, 168042339)","(168042339, 12927637158)"
9500,"(7672174283, 167897649)","(167897649, 167910765)"
9501,"(12330873936, 7021090890)","(7021090890, 7021090891)"
9502,"(167862562, 6837759133)","(6837759133, 167862562)"
9503,"(167860650, 167790749)","(167790749, 167790747)"
9504,"(7177835056, 7177835047)","(7177835047, 7177835056)"
9505,"(167953692, 167953705)","(167953705, 167923046)"
9506,"(11308349219, 11308349231)","(11308349231, 11308349219)"
9507,"(10133642752, 10133642751)","(10133642751, 10133642749)"
9508,"(167858322, 167858320)","(167858320, 167858322)"
9509,"(167940553, 167921994)","(167921994, 167850245)"
9510,"(167931850, 167931856)","(167931856, 5801071045)"
9511,"(12728185811, 12728185812)","(12728185812, 12728185811)"
9512,"(167846039, 6861002705)","(6861002705, 167846039)"
9513,"(167891733, 167891723)","(167891723, 167891733)"
9514,"(7018292401, 7018292399)","(7018292399, 7018292398)"
9515,"(12725741661, 12725741677)","(12725741677, 12725741661)"
9516,"(11308349271, 11308349269)","(11308349269, 11308349270)"
9517,"(167964912, 167999899)","(167999899, 167936768)"
9518,"(7018292425, 7018292426)","(7018292426, 7018292425)"
9519,"(3359663295, 3359663294)","(3359663294, 168030531)"
9520,"(167790719, 7673816253)","(7673816253, 167790719)"
9521,"(7022333647, 7022333646)","(7022333646, 167833641)"
9522,"(167840315, 167840352)","(167840352, 167840315)"
9523,"(7908997212, 8888995019)","(8888995019, 3359695566)"
9524,"(167800528, 167829581)","(167829581, 167800513)"
9525,"(167845235, 11980662584)","(11980662584, 167845235)"
9526,"(12723388371, 167873284)","(167873284, 167791331)"
9527,"(7009847802, 7009847803)","(7009847803, 7009847802)"
9528,"(7009847822, 7009847821)","(7009847821, 7009847820)"
9529,"(167845206, 167845193)","(167845193, 167845206)"
9530,"(11172651747, 11172651746)","(11172651746, 11172651747)"
9531,"(7009876684, 7009876683)","(7009876683, 167835427)"
9532,"(7009847824, 7009847821)","(7009847821, 7009847824)"
9533,"(7016006766, 7016006764)","(7016006764, 7016006765)"
9534,"(7674060272, 7674060271)","(7674060271, 7674060273)"
9535,"(12723369540, 12723369539)","(12723369539, 12723369522)"
9536,"(7009847824, 7009847818)","(7009847818, 7009847820)"
9537,"(167850248, 167850250)","(167850250, 167850248)"
9538,"(3359695807, 3359695808)","(3359695808, 3359695814)"
9539,"(167867039, 167867029)","(167867029, 167996139)"
9540,"(167853316, 167829597)","(167829597, 167829595)"
9541,"(7018292444, 7018292369)","(7018292369, 7018292364)"
9542,"(168004430, 168042680)","(168042680, 168042690)"
9543,"(9658673578, 9658673595)","(9658673595, 9658673578)"
9544,"(11980921001, 11980921010)","(11980921010, 11980921001)"
9545,"(167819751, 167802293)","(167802293, 167983627)"
9546,"(167964916, 167964931)","(167964931, 167903631)"
9547,"(168036145, 168036148)","(168036148, 167923044)"
9548,"(8896164401, 8896164399)","(8896164399, 8896164400)"
9549,"(9658748028, 9658748026)","(9658748026, 9658748027)"
9550,"(167844819, 167844811)","(167844811, 168072016)"
9551,"(12728245903, 12728243595)","(12728243595, 12728243589)"
9552,"(3525973231, 3525973226)","(3525973226, 12728198058)"
9553,"(167976151, 167976148)","(167976148, 12728243585)"
9554,"(7021072806, 7021072804)","(7021072804, 7021072802)"
9555,"(167854839, 167867690)","(167867690, 167947117)"
9556,"(11980892498, 167860650)","(167860650, 11980892498)"
9557,"(7018292511, 7018292416)","(7018292416, 7018292318)"
9558,"(12725717136, 12725717137)","(12725717137, 12725717136)"
9559,"(167802578, 167903631)","(167903631, 167903620)"
9560,"(7177835038, 167851940)","(167851940, 7177835038)"
9561,"(6762335505, 7009847819)","(7009847819, 6762335505)"
9562,"(8911873936, 4665883747)","(4665883747, 167869751)"
9563,"(168014006, 12736460458)","(12736460458, 168014006)"
9564,"(7022333642, 7022333650)","(7022333650, 7022333642)"
9565,"(12728158841, 12728158833)","(12728158833, 12728158831)"
9566,"(7021072800, 7021072798)","(7021072798, 7021072822)"
9567,"(12723388765, 168024647)","(168024647, 168024636)"
9568,"(167843594, 168044078)","(168044078, 167843594)"
9569,"(167815067, 167947625)","(167947625, 167906441)"
9570,"(7021128744, 11172651763)","(11172651763, 7021128744)"
9571,"(167897827, 167897836)","(167897836, 167897827)"
9572,"(7018292435, 7018292434)","(7018292434, 7018292435)"
9573,"(7018292395, 7018292295)","(7018292295, 7018292392)"
9574,"(167813810, 167983627)","(167983627, 167802293)"
9575,"(167819352, 167800513)","(167800513, 167829581)"
9576,"(167890888, 167878235)","(167878235, 167890888)"
9577,"(11980909212, 11980909214)","(11980909214, 11980909231)"
9578,"(10133642756, 10133642755)","(10133642755, 10133642756)"
9579,"(12723376300, 12723533120)","(12723533120, 12723533117)"
9580,"(167974746, 11308349180)","(11308349180, 11308349182)"
9581,"(167819265, 167881159)","(167881159, 167819265)"
9582,"(8974472013, 8026278933)","(8026278933, 8974472013)"
9583,"(12723388358, 12723388365)","(12723388365, 12723388358)"
9584,"(7009847805, 7009847800)","(7009847800, 7009847805)"
9585,"(12728198058, 12728198059)","(12728198059, 167931506)"
9586,"(11204131418, 11204131402)","(11204131402, 11204131403)"
9587,"(6762331447, 6762331439)","(6762331439, 6762331446)"
9588,"(167904585, 11172616609)","(11172616609, 11172616615)"
9589,"(167843566, 167999467)","(167999467, 167843566)"
9590,"(7018292281, 7018292280)","(7018292280, 7018292432)"
9591,"(8026278934, 167866969)","(167866969, 167860946)"
9592,"(167857219, 167857213)","(167857213, 167939694)"
9593,"(12723388328, 12723388358)","(12723388358, 12723388328)"
9594,"(167978177, 167916872)","(167916872, 167916869)"
9595,"(167954767, 167827664)","(167827664, 3469851438)"
9596,"(7018292387, 7018292389)","(7018292389, 7018292391)"
9597,"(3469851442, 7021072815)","(7021072815, 7021072799)"
9598,"(12728143884, 12728143883)","(12728143883, 12728185811)"
9599,"(167862511, 168067550)","(168067550, 167872606)"
9600,"(12723388358, 12723388357)","(12723388357, 12723388358)"
9601,"(167904282, 167904272)","(167904272, 7092306575)"
9602,"(7674060267, 7674065186)","(7674065186, 7674060276)"
9603,"(7021112355, 7021112349)","(7021112349, 7021112355)"
9604,"(7021072810, 7021072812)","(7021072812, 12862535984)"
9605,"(167878232, 167878235)","(167878235, 167878232)"
9606,"(10133646104, 167821318)","(167821318, 167862391)"
9607,"(168030743, 3359695575)","(3359695575, 8888968716)"
9608,"(168037734, 167867701)","(167867701, 11483889541)"
9609,"(7018292436, 7018292437)","(7018292437, 7018292439)"
9610,"(7016006750, 7016006749)","(7016006749, 7016006748)"
9611,"(11204117731, 11204117736)","(11204117736, 11204117731)"
9612,"(10219057313, 10219057316)","(10219057316, 10219057315)"
9613,"(12728158827, 12728158826)","(12728158826, 12728158837)"
9614,"(167934266, 167837848)","(167837848, 167934260)"
9615,"(9658694815, 9658748023)","(9658748023, 9658748022)"
9616,"(10133642751, 10133642753)","(10133642753, 10133642754)"
9617,"(167830007, 12484457437)","(12484457437, 167830007)"
9618,"(11204131263, 6071061223)","(6071061223, 11204117731)"
9619,"(11204131313, 11204131312)","(11204131312, 11204131310)"
9620,"(7009847809, 7009847808)","(7009847808, 7009847810)"
9621,"(3359661471, 167827592)","(167827592, 167837868)"
9622,"(167878243, 167962421)","(167962421, 167878243)"
9623,"(10133642766, 10133642765)","(10133642765, 10133642763)"
9624,"(6762248488, 6762248490)","(6762248490, 12728215414)"
9625,"(167957646, 167897466)","(167897466, 167882867)"
9626,"(11624893201, 11624893218)","(11624893218, 11624893216)"
9627,"(12725716085, 12725716083)","(12725716083, 12725716084)"
9628,"(167849544, 11172662198)","(11172662198, 11172662197)"
9629,"(167882817, 6952592554)","(6952592554, 6952592551)"
9630,"(7016006737, 7016006734)","(7016006734, 7016006738)"
9631,"(12728226184, 12728226180)","(12728226180, 8896164394)"
9632,"(7021128741, 7021128740)","(7021128740, 7021128741)"
9633,"(167870294, 167870291)","(167870291, 167870297)"
9634,"(3359695590, 3359695811)","(3359695811, 3359695816)"
9635,"(10208407157, 10208407134)","(10208407134, 10208407157)"
9636,"(167821454, 167821449)","(167821449, 167821454)"
9637,"(7018292373, 7018292375)","(7018292375, 7018292373)"
9638,"(167880923, 12725796950)","(12725796950, 167880923)"
9639,"(11308349280, 11308349278)","(11308349278, 11309545399)"
9640,"(12725826554, 167978630)","(167978630, 167832344)"
9641,"(10099876065, 167870327)","(167870327, 167870320)"
9642,"(167903631, 167802578)","(167802578, 167802667)"
9643,"(167991023, 167991020)","(167991020, 167991023)"
9644,"(11172651746, 11172651747)","(11172651747, 11172651749)"
9645,"(168036145, 168036148)","(168036148, 168036151)"
9646,"(168039669, 167931856)","(167931856, 5801071045)"
9647,"(7017428575, 7017428563)","(7017428563, 7017428575)"
9648,"(167883798, 167883801)","(167883801, 167883798)"
9649,"(167953692, 167862508)","(167862508, 167862540)"
9650,"(167942187, 167867017)","(167867017, 167942187)"
9651,"(167934319, 167931506)","(167931506, 12728198059)"
9652,"(11470895606, 11470895598)","(11470895598, 11470895606)"
9653,"(6762393221, 167870287)","(167870287, 168017200)"
9654,"(167791683, 167922472)","(167922472, 167791683)"
9655,"(7018292441, 7018292442)","(7018292442, 7018292443)"
9656,"(12728158839, 12728158841)","(12728158841, 12728158840)"
9657,"(167883864, 167995805)","(167995805, 167888072)"
9658,"(8890445840, 8890422102)","(8890422102, 8890445848)"
9659,"(9658673578, 9658673594)","(9658673594, 9658673596)"
9660,"(7016006731, 9888956671)","(9888956671, 7016006731)"
9661,"(13056132402, 168012810)","(168012810, 168012813)"
9662,"(7009847791, 7009847790)","(7009847790, 7009847789)"
9663,"(11308349220, 11308349209)","(11308349209, 11308349221)"
9664,"(12728158818, 12728158832)","(12728158832, 12728158842)"
9665,"(168086849, 168030623)","(168030623, 168086849)"
9666,"(167878249, 10197917471)","(10197917471, 167878249)"
9667,"(168054963, 167870659)","(167870659, 167887511)"
9668,"(167995654, 167995656)","(167995656, 167995654)"
9669,"(167790704, 167862530)","(167862530, 167790704)"
9670,"(167829677, 9658748043)","(9658748043, 9658748019)"
9671,"(167870097, 167803087)","(167803087, 168082165)"
9672,"(10050195856, 10050195850)","(10050195850, 10050195856)"
9673,"(11309810413, 11308349228)","(11308349228, 11309810413)"
9674,"(10133642772, 10133642771)","(10133642771, 10133642772)"
9675,"(7009847826, 7009847828)","(7009847828, 7009847826)"
9676,"(11204131553, 11204131546)","(11204131546, 11204131553)"
9677,"(167808847, 167965649)","(167965649, 7973686452)"
9678,"(167873269, 167840463)","(167840463, 167840478)"
9679,"(167956044, 167870074)","(167870074, 167950489)"
9680,"(10050195850, 10050195849)","(10050195849, 10050195850)"
9681,"(12723388371, 12723388366)","(12723388366, 12723388371)"
9682,"(8890445772, 8890445763)","(8890445763, 8890445920)"
9683,"(11204131695, 11204131699)","(11204131699, 11204131695)"
9684,"(12728226188, 12728226172)","(12728226172, 12728226171)"
9685,"(10197924227, 10197924229)","(10197924229, 10197924228)"
9686,"(167891743, 167976232)","(167976232, 167927637)"
9687,"(10136245544, 10136245545)","(10136245545, 10136245544)"
9688,"(167905329, 168010997)","(168010997, 167905329)"
9689,"(10147374610, 7016006756)","(7016006756, 10147374610)"
9690,"(639305867, 639305866)","(639305866, 639305867)"
9691,"(167990169, 167990167)","(167990167, 167990169)"
9692,"(7674060264, 7057070665)","(7057070665, 167965084)"
